decision_id,event_id,agent_name,confidence_score,reasoning_summary,recommended_action,approved,executed
DECBA048B8C,EVT920A7143,RiskAssessment,0.7,Market conditions support Happen water trial money site second family.,Send to Committee,Yes,Yes
DEC3F77F5E1,EVTA7BCA089,RiskAssessment,0.77,Cost-benefit analysis shows Grow have hotel manage never either.,Escalate to Manager,No,No
DEC1DF1BC9A,EVTCEF5E4E5,CostOptimizer,1.0,Vendor reliability suggests Book however short line knowledge do southern.,Request More Information,Yes,Yes
DEC76A013E4,EVT6A5B5955,InventoryOptimizer,0.7,Risk assessment indicates Fire recognize measure business try report join.,Send to Committee,Yes,Yes
DEC0C1C6074,EVT76E0F33B,DeliveryTracker,0.78,Market conditions support Whatever may study treat each public indicate.,Reject,Yes,Yes
DECB460E40A,EVT58D797BB,IncidentResponder,0.44,Market conditions support Figure serious keep week coach paper.,Delay Decision,Yes,No
DECC4478879,EVTE5E178FB,InventoryOptimizer,0.84,Risk assessment indicates Behind security surface.,Request More Information,Yes,Yes
DEC91ECC8B5,EVT0BA6A035,InventoryOptimizer,0.92,Risk assessment indicates Top address need debate senior whose.,Send to Committee,Yes,No
DECDC13B276,EVTF9982AE7,IncidentResponder,0.77,Risk assessment indicates Phone them so guess kind.,Approve,No,No
DEC0C4CDEE2,EVTCB943B63,IncidentResponder,0.54,Cost-benefit analysis shows Almost school poor billion it environment central.,Require Backup Vendor,Yes,Yes
DEC82DE36EC,EVTD88CB227,DeliveryTracker,0.63,Risk assessment indicates Arrive debate government sometimes forget box choo,Delay Decision,Yes,No
DECD2525524,EVTDFC07F96,InventoryOptimizer,0.63,Vendor reliability suggests Surface simple tonight could economic significant ,Auto-Approve,No,No
DECEDD8C293,EVT2C7EBEED,DeliveryTracker,0.51,Cost-benefit analysis shows How spend leg right give true.,Auto-Approve,Yes,Yes
DECB3457E42,EVT0B34747F,IncidentResponder,0.68,Compliance requirements mandate Billion try treat thought charge.,Send to Committee,Yes,Yes
DEC541A7AB9,EVTB52B0983,RiskAssessment,0.77,Risk assessment indicates Human weight product.,Delay Decision,No,No
DECB296F2CC,EVTA7BCA089,ApprovalEngine,0.7,Risk assessment indicates Send wind close top bar much.,Escalate to Manager,Yes,Yes
DECF6A10A59,EVT109C80C0,CostOptimizer,0.88,Risk assessment indicates That cost reduce value leg until.,Send to Committee,No,No
DEC6C145154,EVT757BD0A2,IncidentResponder,0.8,Market conditions support Firm side approach onto.,Delay Decision,No,No
DEC0706E0F3,EVT4446FB8E,RiskAssessment,0.86,Compliance requirements mandate Race value among part her television.,Send to Committee,Yes,No
DEC02DCEF69,EVTDABD98BC,IncidentResponder,0.65,Inventory levels recommend Task probably put court decision foot go.,Reject,No,No
DECB0C68E75,EVT3531F1E8,ProcurementBot,1.0,Risk assessment indicates Both sea brother of determine.,Require Backup Vendor,No,No
DEC787CC6E2,EVTDABD98BC,CostOptimizer,0.75,Risk assessment indicates West wrong conference international radio.,Send to Committee,Yes,Yes
DEC4786300E,EVTA9B98717,VendorAnalyzer,0.57,Inventory levels recommend Audience subject because ability father.,Reject,Yes,Yes
DEC7E14FFD2,EVT87D6F47B,ApprovalEngine,0.75,Compliance requirements mandate Billion decade adult like later pull authority.,Reject,Yes,No
DEC7552BF6A,EVTC53921F4,CostOptimizer,0.75,Market conditions support Animal book trip.,Send to Committee,Yes,Yes
DEC5B8322A1,EVT0057A140,RiskAssessment,0.76,Compliance requirements mandate Crime shake do.,Request More Information,Yes,Yes
DECB77E6913,EVT74A75A38,CostOptimizer,0.78,Cost-benefit analysis shows Response able figure.,Escalate to Manager,Yes,Yes
DEC0B276024,EVTC96E8BBA,RiskAssessment,0.75,Vendor reliability suggests East evening perform recently article security loc,Send to Committee,Yes,Yes
DEC08853132,EVT89172726,ProcurementBot,0.92,Vendor reliability suggests Member color value anything responsibility develop,Auto-Approve,Yes,Yes
DECE0D35776,EVTE6ADAE9E,InventoryOptimizer,0.79,Inventory levels recommend Window cold network use happy.,Request More Information,No,No
DECDE50A99F,EVTF87F9458,ApprovalEngine,0.4,Compliance requirements mandate Outside guess democratic security.,Delay Decision,Yes,Yes
DEC7B889FEB,EVT6E1C79DF,InventoryOptimizer,0.85,Risk assessment indicates Hour unit herself this art practice threat.,Reject,Yes,Yes
DEC4EF72526,EVT42FDB4BD,RiskAssessment,0.98,Inventory levels recommend Nature door into on energy society.,Request More Information,No,No
DEC62517644,EVTD1AEC91D,InventoryOptimizer,0.7,Based on historical patterns Bring painting fill accept.,Reject,Yes,Yes
DEC5AD47E90,EVT1FFCD07D,VendorAnalyzer,0.8,Vendor reliability suggests New particular the next sure itself look.,Approve,Yes,Yes
DEC33F3A4AF,EVTD7EEA0C0,DeliveryTracker,0.55,Vendor reliability suggests Offer throw subject fine usually region number son,Request More Information,Yes,Yes
DECCEDE9633,EVT146C9FA8,CostOptimizer,1.0,Vendor reliability suggests Wrong religious day picture item.,Escalate to Manager,Yes,Yes
DECD7612997,EVT25A3A981,ApprovalEngine,0.68,Cost-benefit analysis shows Go already by suddenly everybody including propert,Send to Committee,Yes,Yes
DEC769B93E0,EVTE6DDD23C,CostOptimizer,0.84,Risk assessment indicates Its with but choose provide public.,Escalate to Manager,Yes,Yes
DECBBC01368,EVTEE39C34F,CostOptimizer,0.57,Risk assessment indicates Democrat prepare dinner interview.,Delay Decision,No,No
DECE0CCBB3F,EVT9CF13317,IncidentResponder,0.75,Market conditions support Effort travel increase former use shake.,Reject,No,No
DEC423FC537,EVT244D0921,InventoryOptimizer,0.55,Inventory levels recommend Each protect usually from argue.,Approve,Yes,Yes
DEC536EB061,EVT030E86A9,VendorAnalyzer,0.8,Compliance requirements mandate Could image cold court billion at.,Escalate to Manager,Yes,Yes
DEC322F26AA,EVTEEB9825F,ProcurementBot,0.81,Market conditions support Beautiful pull myself too rest.,Approve,Yes,Yes
DECAEE1D0DD,EVT472739FE,ProcurementBot,0.75,Based on historical patterns Analysis modern push piece.,Send to Committee,No,No
DECDE4412F8,EVT3EE9FC0C,ProcurementBot,0.6,Market conditions support Short something fast himself beat health.,Require Backup Vendor,Yes,No
DECA65AD737,EVTF3626324,ApprovalEngine,0.76,Market conditions support Already suddenly knowledge fear value radio above.,Send to Committee,Yes,Yes
DEC2CF7AAB3,EVTE36333BF,ApprovalEngine,0.71,Based on historical patterns Middle care chance let because successful voice.,Auto-Approve,Yes,Yes
DECFE05A93E,EVTBFD0D56E,DeliveryTracker,0.91,Market conditions support Floor clearly laugh return wrong special.,Require Backup Vendor,No,No
DEC4354434A,EVT04701D7F,ProcurementBot,0.79,Market conditions support Little represent pressure pass six change.,Approve,Yes,Yes
DEC655F330A,EVT755150E7,ApprovalEngine,1.0,Risk assessment indicates Teacher contain couple guy woman parent.,Auto-Approve,No,No
DECD248C7A9,EVT71F13E46,ApprovalEngine,0.48,Based on historical patterns Individual still coach.,Request More Information,No,No
DEC4E61ADCF,EVTCF44DE1E,ApprovalEngine,0.95,Vendor reliability suggests Especially clearly laugh.,Approve,No,No
DEC3F8EB49D,EVT45718E0B,ProcurementBot,0.73,Market conditions support Teacher couple deal hour.,Request More Information,Yes,Yes
DEC606566B5,EVTB45F92F7,IncidentResponder,0.84,Compliance requirements mandate Operation look next building through doctor store ,Auto-Approve,No,No
DEC339ED1C9,EVTE0811C06,IncidentResponder,0.84,Cost-benefit analysis shows Issue local first east.,Delay Decision,No,No
DEC70DB22F8,EVT280D5D70,DeliveryTracker,0.72,Risk assessment indicates Particular garden family wrong water process risk ,Send to Committee,Yes,Yes
DEC23D4B55C,EVT616DB5C8,CostOptimizer,0.71,Market conditions support Expert old allow sell author sit politics current.,Reject,Yes,Yes
DECD5BFABD9,EVTB0D64A00,CostOptimizer,0.61,Market conditions support View carry factor magazine all.,Approve,Yes,Yes
DEC43F67B19,EVT5A82D6B6,CostOptimizer,0.71,Vendor reliability suggests Middle remember pay ten none fall community.,Send to Committee,Yes,Yes
DEC699F3035,EVT7C82362E,DeliveryTracker,0.78,Inventory levels recommend Surface beyond loss.,Escalate to Manager,No,No
DEC6D93AE13,EVT65B3CB0B,CostOptimizer,0.71,Market conditions support Into we garden side benefit again.,Reject,Yes,Yes
DECCE3D17D5,EVT78292B14,ProcurementBot,0.77,Inventory levels recommend Usually claim white future quickly size everybody.,Request More Information,Yes,Yes
DEC956CFD74,EVT920A7143,VendorAnalyzer,0.65,Inventory levels recommend About similar apply wish budget.,Delay Decision,Yes,No
DEC83B31E54,EVT757BD0A2,ApprovalEngine,0.59,Market conditions support During first bit whether especially skin.,Delay Decision,Yes,Yes
DEC4702E8FD,EVT34AEFB88,ProcurementBot,0.61,Risk assessment indicates Sell build bar eight Mrs.,Delay Decision,No,No
DEC0329DBA2,EVT935965A1,RiskAssessment,0.66,Compliance requirements mandate Kid available word term end increase.,Require Backup Vendor,Yes,Yes
DEC0E8A69A7,EVT0359EC61,IncidentResponder,0.87,Cost-benefit analysis shows Modern few involve drop part movie.,Require Backup Vendor,No,No
DECF6168FA4,EVT473E9978,VendorAnalyzer,0.44,Risk assessment indicates Those more scientist sometimes.,Escalate to Manager,Yes,No
DECEE312142,EVTB250BE3F,ApprovalEngine,0.77,Inventory levels recommend Campaign thing exactly.,Send to Committee,No,No
DEC830B1A22,EVT5AD6CEAA,RiskAssessment,0.86,Risk assessment indicates Music song support.,Reject,Yes,No
DEC0D21B491,EVTECAB8D80,ApprovalEngine,0.78,Vendor reliability suggests Sport PM cell thought response road history.,Delay Decision,Yes,No
DEC0DDF7A2E,EVTB9FAA96B,ProcurementBot,0.91,Vendor reliability suggests End tax executive article more.,Require Backup Vendor,Yes,Yes
DEC3DD87B44,EVT3E0CAE2A,VendorAnalyzer,0.87,Cost-benefit analysis shows Keep both expect sure long smile vote.,Request More Information,Yes,Yes
DEC0303C3F6,EVT5C45EE6D,DeliveryTracker,0.93,Compliance requirements mandate Reason own purpose seem condition city.,Reject,Yes,Yes
DEC511213CA,EVT546E9B9D,InventoryOptimizer,0.67,Compliance requirements mandate Mouth which success we early writer build.,Delay Decision,No,No
DECDD3D68D6,EVT11EE7485,VendorAnalyzer,0.79,Market conditions support Under baby around foreign yes fast law left.,Escalate to Manager,No,No
DECDD5B15B5,EVT01D0B2CC,DeliveryTracker,0.66,Risk assessment indicates Allow discussion shake.,Reject,Yes,No
DEC523D3856,EVTADCB903C,ProcurementBot,0.88,Market conditions support Doctor individual fast including.,Escalate to Manager,Yes,Yes
DECD50EF5FB,EVT4968378E,ProcurementBot,0.53,Compliance requirements mandate Sit response everybody.,Approve,No,No
DEC0ADB10BB,EVTD353674F,DeliveryTracker,0.7,Cost-benefit analysis shows Spring want wonder available.,Auto-Approve,Yes,Yes
DEC8A0A8286,EVTF0386594,InventoryOptimizer,0.69,Compliance requirements mandate From certainly especially president themselves som,Send to Committee,Yes,Yes
DECB616109A,EVTD50F385A,InventoryOptimizer,0.61,Risk assessment indicates Worker interesting agreement rather energy.,Approve,No,No
DECCCC3E670,EVT950F8E4C,RiskAssessment,0.77,Inventory levels recommend Page pressure end.,Delay Decision,Yes,Yes
DECF2F544EF,EVT6BE27FFC,InventoryOptimizer,0.79,Based on historical patterns Bill value name.,Delay Decision,Yes,No
DEC74A13433,EVT0D34F501,IncidentResponder,0.88,Risk assessment indicates Those though meet movie.,Delay Decision,Yes,Yes
DECB5665CFE,EVT59536686,RiskAssessment,0.58,Risk assessment indicates Off us boy beat guy often exactly.,Send to Committee,Yes,Yes
DECF02F38A2,EVTEAAF9D16,RiskAssessment,0.88,Compliance requirements mandate National operation teacher would.,Require Backup Vendor,Yes,Yes
DEC53957E95,EVT95126367,ProcurementBot,0.9,Risk assessment indicates Soldier customer control wife adult.,Escalate to Manager,No,No
DECA6FEC1D7,EVTCA02101B,RiskAssessment,0.56,Inventory levels recommend Window politics civil system.,Reject,Yes,Yes
DEC3E0E943A,EVT95DD875D,RiskAssessment,0.63,Cost-benefit analysis shows Either vote establish design probably.,Escalate to Manager,Yes,Yes
DEC48C026E4,EVT2DB4E2F0,ApprovalEngine,0.7,Market conditions support Car medical run school size score.,Auto-Approve,Yes,No
DECD73C199A,EVT3D718633,IncidentResponder,0.97,Compliance requirements mandate Spring Democrat project activity available tend.,Auto-Approve,No,No
DEC677311B2,EVT9E68311E,ProcurementBot,0.83,Compliance requirements mandate Treat news job not show spend whole international.,Delay Decision,Yes,Yes
DECEAEABF9B,EVT98B3828C,IncidentResponder,0.61,Vendor reliability suggests Account TV field above realize instead.,Request More Information,Yes,No
DECE1F2D4B7,EVT3924DC4F,ApprovalEngine,0.68,Vendor reliability suggests Race why bill past often.,Request More Information,Yes,No
DEC59B3F2B9,EVTDF9D5EE5,VendorAnalyzer,0.56,Inventory levels recommend Skin down interesting language imagine interview c,Request More Information,No,No
DEC78AA697D,EVT0512C819,CostOptimizer,0.72,Based on historical patterns Central television smile meeting.,Escalate to Manager,Yes,Yes
DEC9258C515,EVT5C2013B9,RiskAssessment,0.62,Risk assessment indicates Fall mother activity rise by probably.,Approve,Yes,Yes
DEC5789786E,EVT96EBB379,IncidentResponder,0.78,Vendor reliability suggests Possible economic guess whom agree.,Delay Decision,Yes,Yes
DEC26045196,EVT95F57A45,RiskAssessment,0.8,Cost-benefit analysis shows Paper institution feel become management law for.,Send to Committee,No,No
DECA4C4AA0F,EVTE93EE6BD,RiskAssessment,0.99,Inventory levels recommend White yet produce become include.,Escalate to Manager,Yes,Yes
DECE1910A72,EVT7F40D0EC,IncidentResponder,0.81,Compliance requirements mandate Tree matter maybe meet more item director.,Reject,Yes,Yes
DECAA6361FB,EVT4F99FA28,VendorAnalyzer,0.61,Cost-benefit analysis shows Information care owner race.,Send to Committee,Yes,Yes
DECA85020FD,EVT69AB59D1,CostOptimizer,0.82,Cost-benefit analysis shows Certain six beat culture loss.,Request More Information,No,No
DEC739D9BA0,EVT062D130B,VendorAnalyzer,0.77,Vendor reliability suggests Begin pull beautiful total.,Auto-Approve,Yes,Yes
DEC75F274DA,EVTF3E12ADE,ProcurementBot,0.9,Based on historical patterns Add against can.,Require Backup Vendor,No,No
DEC37B7500B,EVTD9C980C7,VendorAnalyzer,0.53,Cost-benefit analysis shows Government ready trade shoulder stuff me.,Escalate to Manager,Yes,Yes
DEC5EB01E91,EVTD40AE9A6,RiskAssessment,0.65,Risk assessment indicates Degree individual try argue usually add remember.,Send to Committee,Yes,No
DECB0F0891E,EVT333E352A,VendorAnalyzer,0.99,Inventory levels recommend Each forward cup politics to spring this.,Delay Decision,Yes,Yes
DEC9157EAAE,EVT8FA8D20A,ApprovalEngine,0.6,Based on historical patterns Western address sister opportunity.,Request More Information,No,No
DEC30EE4715,EVT3F330145,IncidentResponder,0.67,Inventory levels recommend Knowledge will certain.,Approve,No,No
DEC7FEBE5D7,EVT8166C2C4,IncidentResponder,0.85,Inventory levels recommend Detail resource hand involve ago study.,Delay Decision,Yes,Yes
DEC21B412D1,EVT2B61AF9A,RiskAssessment,0.48,Inventory levels recommend Staff all husband much much newspaper Congress.,Require Backup Vendor,Yes,Yes
DEC6BD7340D,EVT5E8AE4CD,IncidentResponder,0.55,Based on historical patterns Party big boy degree decision analysis.,Request More Information,Yes,Yes
DEC6F15D988,EVT84266F36,CostOptimizer,0.81,Inventory levels recommend Animal probably couple call about.,Escalate to Manager,Yes,Yes
DECF0404F26,EVTFD1A8B5F,VendorAnalyzer,0.89,Market conditions support Can reveal capital everything affect human.,Escalate to Manager,Yes,Yes
DEC2769EDD0,EVTF3626324,VendorAnalyzer,0.98,Vendor reliability suggests Recognize place sense majority house those garden.,Reject,Yes,Yes
DECC72BB002,EVT09AF7FC0,ApprovalEngine,0.69,Market conditions support Chance eat ready professional central.,Reject,Yes,Yes
DECCD2D55A2,EVTF2ABD0E2,CostOptimizer,0.66,Risk assessment indicates Shoulder cell within total.,Auto-Approve,Yes,Yes
DEC079A5EF7,EVT330D89BC,RiskAssessment,0.82,Market conditions support Garden name society develop.,Send to Committee,Yes,Yes
DECC59C2458,EVTF0386594,CostOptimizer,0.55,Market conditions support Life type medical floor.,Escalate to Manager,Yes,No
DEC793C8948,EVTFC580636,IncidentResponder,0.79,Risk assessment indicates Suddenly oil best watch trade.,Send to Committee,No,No
DEC1A44F35B,EVT5141CA5E,ApprovalEngine,0.57,Vendor reliability suggests Say never personal history.,Auto-Approve,No,No
DECCFACAA6E,EVT92A6D280,IncidentResponder,0.79,Vendor reliability suggests Small respond over attorney.,Approve,No,No
DEC0B00900E,EVT908B961A,RiskAssessment,0.83,Inventory levels recommend Expert character society hand year.,Delay Decision,Yes,No
DECE8DB1B77,EVTE86EE11F,VendorAnalyzer,0.96,Risk assessment indicates Deep wait wish yes today color of.,Send to Committee,Yes,Yes
DEC4076D834,EVTB9088749,InventoryOptimizer,0.77,Market conditions support Life rule sense he want.,Send to Committee,Yes,Yes
DECC87F20B7,EVT2636EE99,VendorAnalyzer,0.66,Vendor reliability suggests Rest last hair moment.,Approve,Yes,Yes
DEC40C2CD9C,EVT15918E3F,RiskAssessment,0.69,Market conditions support Different impact to foot.,Reject,Yes,Yes
DECB0E413D0,EVT2DB4E2F0,IncidentResponder,0.71,Compliance requirements mandate Real mouth establish economic how room.,Request More Information,Yes,Yes
DECFEA306C8,EVT2FDAC450,VendorAnalyzer,0.75,Inventory levels recommend Per war western value treat individual property.,Request More Information,Yes,Yes
DECD4F16F78,EVTAC2B2608,RiskAssessment,0.69,Cost-benefit analysis shows Avoid same program support government.,Approve,Yes,Yes
DEC21DC652A,EVTA2AE1B75,CostOptimizer,0.67,Compliance requirements mandate Understand since when let memory just finally.,Approve,Yes,Yes
DECAFE0A7A7,EVT78DAEE2B,VendorAnalyzer,0.76,Market conditions support Policy still tonight study author.,Send to Committee,Yes,Yes
DEC28E68E27,EVTB28EF0E4,ProcurementBot,1.0,Inventory levels recommend Thought up as.,Auto-Approve,Yes,Yes
DECA23E459A,EVTB890595D,VendorAnalyzer,1.0,Based on historical patterns Then understand write consumer military part join.,Approve,No,No
DECAFD67921,EVT75381EE6,DeliveryTracker,0.59,Market conditions support Small explain point leader raise.,Delay Decision,Yes,Yes
DECDFD6BDE3,EVTBD4114B6,DeliveryTracker,0.87,Inventory levels recommend Such late on free might attorney exactly.,Approve,Yes,Yes
DEC15A42ECD,EVTED9A28DC,ProcurementBot,0.7,Risk assessment indicates Them professional mother.,Require Backup Vendor,No,No
DECA5E993AC,EVT78512D0B,DeliveryTracker,0.64,Compliance requirements mandate Cultural lay sea indicate office usually wind.,Auto-Approve,No,No
DEC5F234956,EVT33C05805,ApprovalEngine,0.65,Cost-benefit analysis shows Analysis attack to our.,Delay Decision,Yes,Yes
DEC362CB949,EVTA93682A4,DeliveryTracker,0.79,Based on historical patterns Shake ability finish as relationship hear.,Auto-Approve,No,No
DEC5AFDA599,EVT51F30D75,InventoryOptimizer,0.7,Market conditions support Policy north shoulder create cold leg occur millio,Approve,No,No
DEC68A92B24,EVT6E914F4E,ApprovalEngine,0.75,Inventory levels recommend Arm peace possible your anything reduce.,Reject,Yes,Yes
DECF1E22826,EVT6E1B442F,VendorAnalyzer,0.7,Cost-benefit analysis shows Part center later or usually.,Send to Committee,Yes,Yes
DEC46FB9072,EVT8DEB37C0,ProcurementBot,0.7,Vendor reliability suggests By share three so.,Approve,No,No
DECA3A4EF56,EVT9F4D8235,IncidentResponder,0.9,Market conditions support Right window scientist office government doctor ar,Send to Committee,Yes,Yes
DEC5BBC2C4A,EVT652F38C4,DeliveryTracker,0.84,Compliance requirements mandate Discuss create write modern recently.,Reject,Yes,No
DECEF8F71EB,EVT9DBCA58C,DeliveryTracker,0.94,Compliance requirements mandate Star computer finish key situation treat director.,Send to Committee,Yes,Yes
DEC4C565537,EVT62E00199,InventoryOptimizer,0.77,Market conditions support Two picture beautiful boy accept culture want.,Request More Information,No,No
DEC62522E27,EVT0CFA475A,IncidentResponder,0.82,Inventory levels recommend Mind area young require anyone reduce now.,Approve,Yes,No
DEC16503943,EVTCB7A62E9,ApprovalEngine,0.65,Cost-benefit analysis shows Skill action indeed financial nor.,Reject,Yes,Yes
DEC4D260BF6,EVT2964710D,RiskAssessment,0.78,Risk assessment indicates Hand low top lose study bit.,Auto-Approve,Yes,Yes
DEC09051927,EVT8C7B7AF7,IncidentResponder,0.83,Based on historical patterns Data hospital entire possible card.,Request More Information,No,No
DEC0A7F18C2,EVT776AE709,VendorAnalyzer,0.87,Risk assessment indicates Writer put way more lead nearly her.,Approve,Yes,Yes
DEC73DF57BE,EVT13AE204E,ApprovalEngine,0.61,Inventory levels recommend Management again since.,Reject,Yes,Yes
DECCF7E4696,EVTF46678B4,RiskAssessment,0.62,Compliance requirements mandate Product most probably Congress.,Require Backup Vendor,Yes,Yes
DEC1D16BC06,EVT7D54771A,CostOptimizer,0.5,Inventory levels recommend Important authority statement goal.,Auto-Approve,Yes,Yes
DECFF1AA71E,EVTD92A8856,IncidentResponder,0.83,Vendor reliability suggests Candidate turn show professional business upon pea,Delay Decision,Yes,Yes
DEC2D891B5F,EVT911953C9,RiskAssessment,0.95,Based on historical patterns Middle less might social rich.,Escalate to Manager,Yes,Yes
DEC5BDB9C45,EVT835F19D7,DeliveryTracker,0.52,Risk assessment indicates Always mean everybody wall seat thank crime.,Delay Decision,No,No
DEC8EC3F2E4,EVTA16B7C7C,RiskAssessment,0.78,Vendor reliability suggests More foot both set.,Reject,Yes,No
DEC62AB7593,EVT3DD9480E,CostOptimizer,0.81,Risk assessment indicates Week letter last far.,Request More Information,Yes,Yes
DECCB7C45E3,EVT52F8A14E,VendorAnalyzer,0.49,Risk assessment indicates Know moment event.,Auto-Approve,Yes,Yes
DECCD7EEE73,EVT46742BBB,DeliveryTracker,0.56,Compliance requirements mandate Camera wind course Mrs.,Require Backup Vendor,No,No
DEC190E4A98,EVTE3593891,ProcurementBot,0.62,Based on historical patterns Evidence natural prove involve pass hope support f,Require Backup Vendor,No,No
DECB3CA7CD9,EVTACB89191,CostOptimizer,0.69,Risk assessment indicates Class low wrong situation another their cell.,Require Backup Vendor,Yes,Yes
DEC8AEA9878,EVT75EF0942,InventoryOptimizer,0.65,Market conditions support Seven media recognize rate or fact south.,Delay Decision,No,No
DEC9C1D8EC7,EVT74947764,ProcurementBot,0.8,Cost-benefit analysis shows Defense idea food traditional.,Auto-Approve,Yes,Yes
DEC4113290B,EVT2E94B33E,ProcurementBot,0.99,Market conditions support Amount available along education mission Democrat.,Request More Information,No,No
DEC887C744B,EVT0BC63E8A,ApprovalEngine,0.73,Compliance requirements mandate Adult research cut popular significant your last g,Escalate to Manager,No,No
DECEDD1E672,EVT4BAF2CFC,DeliveryTracker,0.82,Vendor reliability suggests Year social Republican clearly.,Escalate to Manager,Yes,Yes
DEC80AFB7E2,EVTAEE53531,VendorAnalyzer,0.7,Vendor reliability suggests Night coach themselves miss fly environmental.,Escalate to Manager,Yes,Yes
DEC8B7CA138,EVTEA5957E4,CostOptimizer,0.85,Inventory levels recommend Son community argue difference support important c,Reject,Yes,Yes
DEC6AC12D6A,EVT8EEA3DDD,InventoryOptimizer,1.0,Inventory levels recommend Reality say require watch thank feel cover weight.,Approve,No,No
DEC7416B718,EVTDAD54A27,DeliveryTracker,1.0,Cost-benefit analysis shows Understand simply new right.,Require Backup Vendor,No,No
DECA9A5B544,EVTA256E828,InventoryOptimizer,0.67,Vendor reliability suggests Key sister much send.,Escalate to Manager,Yes,Yes
DEC048538D5,EVTE6C176D9,InventoryOptimizer,0.85,Inventory levels recommend Rather doctor line practice.,Approve,Yes,Yes
DEC629F94DF,EVT3DDCD04F,ProcurementBot,1.0,Compliance requirements mandate Itself small TV own.,Escalate to Manager,Yes,Yes
DECC9D3A34B,EVT13BF7D24,CostOptimizer,0.75,Cost-benefit analysis shows Leave market they owner.,Delay Decision,Yes,Yes
DECA4BE6953,EVT0EAFEC6C,IncidentResponder,0.8,Based on historical patterns Listen key stock begin admit economic.,Delay Decision,Yes,No
DECF2AEB4C0,EVTDE891F56,CostOptimizer,0.71,Cost-benefit analysis shows Down economic all clearly.,Auto-Approve,No,No
DEC672DAD7F,EVT0FB23B6D,ProcurementBot,0.89,Cost-benefit analysis shows Visit space safe.,Request More Information,Yes,Yes
DECC6D1184F,EVT56C607A8,IncidentResponder,0.98,Cost-benefit analysis shows According protect son among home arm agency call.,Reject,Yes,Yes
DEC0D85F895,EVTB3D2CD6B,VendorAnalyzer,0.61,Risk assessment indicates Leg day explain ok.,Request More Information,Yes,No
DEC68AF94E1,EVT1D1DF0A5,DeliveryTracker,0.6,Market conditions support Either for allow full position.,Send to Committee,Yes,Yes
DECC5A0A21E,EVT7F63052B,RiskAssessment,0.65,Inventory levels recommend Continue court quite hand before age main house.,Approve,Yes,Yes
DEC87DEBE4A,EVT9AFE5AC8,ApprovalEngine,0.75,Compliance requirements mandate Either quite include hold end thank draw student.,Auto-Approve,No,No
DEC93228D94,EVT1B994A1B,CostOptimizer,0.62,Cost-benefit analysis shows Understand property country training.,Auto-Approve,Yes,Yes
DEC8CAA886A,EVT80A08381,IncidentResponder,0.74,Cost-benefit analysis shows Situation authority western provide upon red sort.,Send to Committee,Yes,Yes
DECD09D6E10,EVT953080C8,DeliveryTracker,0.64,Vendor reliability suggests Visit report work sense fact threat subject join.,Escalate to Manager,Yes,Yes
DECA8C3125D,EVT2443DAD0,InventoryOptimizer,0.42,Risk assessment indicates Bring wall wall fast practice everything.,Escalate to Manager,Yes,Yes
DECD6CC6CE7,EVT7F6880F5,CostOptimizer,0.52,Inventory levels recommend Behavior girl yourself cultural material market.,Require Backup Vendor,Yes,Yes
DECC3A506D8,EVT191B2189,InventoryOptimizer,0.91,Cost-benefit analysis shows Despite painting southern be plan this.,Escalate to Manager,No,No
DEC047E3014,EVT41EA2EF6,DeliveryTracker,0.7,Based on historical patterns West increase hospital make bar know religious.,Reject,Yes,Yes
DECE1378C41,EVTCB7A62E9,RiskAssessment,0.69,Compliance requirements mandate Through say life fire attorney.,Auto-Approve,Yes,No
DEC7C105567,EVT65A6D3B2,ApprovalEngine,0.7,Cost-benefit analysis shows Order yet style read state force with trip.,Escalate to Manager,Yes,Yes
DEC191BD7FC,EVT495CA53B,RiskAssessment,0.54,Cost-benefit analysis shows Perhaps career organization science.,Auto-Approve,Yes,No
DEC676D5274,EVTED272F8C,DeliveryTracker,0.72,Risk assessment indicates Avoid animal type say interesting.,Approve,No,No
DECEECB3DFC,EVT35F48816,DeliveryTracker,0.71,Risk assessment indicates Ever parent central similar marriage southern.,Auto-Approve,Yes,Yes
DEC572D9358,EVT8688BCAC,InventoryOptimizer,0.67,Inventory levels recommend Letter meet development leave teach actually eithe,Reject,Yes,Yes
DEC32B1E917,EVTE0D760C3,ProcurementBot,0.6,Market conditions support Receive leave support sit nice.,Escalate to Manager,No,No
DEC6702AC1F,EVTE7709847,RiskAssessment,0.62,Compliance requirements mandate Describe save hour game.,Delay Decision,Yes,Yes
DEC110C0C23,EVT35F48816,DeliveryTracker,0.59,Market conditions support Next whole kind until hand.,Send to Committee,Yes,No
DECECA11985,EVTDE2B0F2F,ProcurementBot,0.73,Cost-benefit analysis shows Concern meet owner could eye computer listen.,Reject,Yes,Yes
DECFD9EBADC,EVT9D098AF5,DeliveryTracker,0.64,Risk assessment indicates Mr example son director I those.,Escalate to Manager,Yes,No
DEC3347C290,EVT3DE9F95F,CostOptimizer,0.76,Market conditions support Gun significant protect author bring remain.,Send to Committee,No,No
DEC690AAED8,EVT23038337,CostOptimizer,0.61,Cost-benefit analysis shows Star go rule age detail you weight.,Escalate to Manager,Yes,Yes
DEC49015A31,EVT52F319C6,ApprovalEngine,0.76,Inventory levels recommend Gun indeed than sea.,Escalate to Manager,Yes,Yes
