po_id,employee_id,vendor_id,approval_status,budget,amount,priority,request_date,approval_date,delivery_date,category
PO7CECECC0,EMP7C28520C,VND1199176D,Approved,23816.16,28116.41,Normal,2024-12-29,2025-01-03,2025-01-16,Office Supplies
POF937260E,EMP31BA5C08,VNDC178B24A,Approved,29002.32,33434.86,Normal,2024-02-22,2024-02-24,2024-03-05,Components
POB2E04B39,EMP59ADBA1B,VND19CF5E06,Approved,16235.72,16766.6,Normal,2024-10-25,2024-10-27,2024-11-05,Office Supplies
PO2159A989,EMP2BDC5946,VND4EA7F305,Approved,49441.82,47675.57,Normal,2024-12-08,2024-12-09,2024-12-24,Components
PO8EAFF231,EMP10619615,VND4DC2D394,Approved,19852.01,20518.9,High,2024-05-29,2024-06-01,2024-06-28,Components
POE9107920,EMP2553CF5B,VNDF9F92F21,Approved,11153.38,11555.94,Normal,2024-09-20,2024-09-25,2024-10-05,Equipment
PO26C26345,EMP5310D70E,VND2FE40F33,Approved,26909.35,32064.82,Normal,2024-04-13,2024-04-16,2024-04-26,Services
PO85FFB008,EMPF89752C7,VND0B515B0E,Rejected,44610.35,40477.8,Normal,2024-08-09,2024-08-10,,Equipment
POD2475F64,EMPB49EDF03,VND190C8D31,Approved,31185.81,30649.29,Normal,2024-02-01,2024-02-04,2024-02-21,Services
POC671D859,EMP872F913C,VNDBA0CC89B,Approved,6619.51,6758.25,Normal,2024-08-31,2024-09-02,2024-09-20,Equipment
PO5293C6BF,EMP0336BD5A,VND4AFDF46C,Approved,32195.78,28084.73,Critical,2024-11-26,2024-12-01,2024-12-18,Components
PO09D728DB,EMP89600323,VND66F3A422,Approved,42905.26,43112.1,Normal,2024-10-05,2024-10-10,2024-10-29,Raw Materials
POA14862CD,EMPA13670AA,VND2258ABB1,Approved,27975.08,27423.38,Critical,2024-06-27,2024-06-30,2024-07-21,Components
PODA82E5FD,EMP1EB957BE,VND220F792F,Approved,35874.8,32952.26,Normal,2024-05-23,2024-05-24,2024-06-06,Equipment
PODC361CBC,EMPB84ADC68,VND8539FA55,Approved,4939.17,4898.6,Critical,2024-08-15,2024-08-19,2024-08-24,Office Supplies
PO4A151934,EMPB786A4C8,VND3D2A9A3A,Rejected,1036.98,902.27,Normal,2024-05-21,2024-05-23,,Services
POE5490B4A,EMPEE243320,VNDEB6F8ED3,Pending,40963.11,43402.13,Normal,2024-01-05,,,Office Supplies
PO9986A531,EMPF6A590A5,VNDF7A9FFF9,Pending,22089.78,23713.37,Critical,2024-06-12,,,Equipment
PO03F66316,EMP9F9F74E1,VND6ACF147A,Approved,32443.4,34842.94,Normal,2024-12-22,2024-12-26,2025-01-08,Office Supplies
PO92B97DAE,EMP6F9A90CE,VND10335071,Approved,42275.74,41271.97,Normal,2024-11-14,2024-11-15,2024-12-04,Equipment
PODE6F7DEC,EMP3D1C67B7,VND3A80813D,Rejected,47121.06,46152.42,Normal,2024-05-16,2024-05-17,,Raw Materials
PO64F2D661,EMPB3572088,VND5B2EC8F1,Approved,18438.58,16577.37,Normal,2024-05-09,2024-05-10,2024-06-02,Services
PO4E9D7AD2,EMPD2BD3C15,VND3A746CBD,Approved,6633.39,7947.48,Normal,2024-12-30,2025-01-01,2025-01-26,Raw Materials
POBEC02EFB,EMPE40785FD,VNDC178B24A,Approved,36525.85,43593.37,Normal,2024-06-23,2024-06-27,2024-07-15,Components
PO67D85B9F,EMPBAFA69E7,VND220F792F,Approved,14884.47,13807.25,High,2024-02-13,2024-02-17,2024-03-16,Raw Materials
PO10404D76,EMPBE9F7A3E,VNDAE27E9B6,Approved,11597.33,13212.19,Normal,2024-11-22,2024-11-26,2024-12-13,Components
POC15DCC3F,EMP01224EF8,VND154E8965,Approved,3701.61,3401.85,High,2024-08-13,2024-08-16,2024-09-15,Services
PO9C377775,EMPEA2BB946,VNDF545674F,Approved,50082.84,48299.07,Normal,2024-05-26,2024-05-27,2024-06-14,Components
PO9B947237,EMP2E0B21F6,VND7B4F5D31,Approved,21895.26,22493.29,Critical,2024-01-21,2024-01-23,2024-01-29,Equipment
PO1FD4D757,EMPB77890AC,VND589660CD,Approved,44106.01,39552.06,Normal,2024-01-16,2024-01-17,2024-01-25,Services
PO317C2BB8,EMPC1FB212F,VND8C1D087C,Rejected,8222.38,8202.39,Normal,2024-08-18,2024-08-20,,Equipment
PO9A319F9B,EMPD6BD84D2,VNDF78A924D,Pending,1580.33,1968.81,High,2024-05-02,,,Equipment
PO820A4823,EMP8588FA54,VNDAB26D618,Approved,52688.92,46643.1,High,2024-10-10,2024-10-14,2024-10-20,Office Supplies
PO9E9CFEBC,EMP8E3980C5,VNDAD897EA3,Approved,19414.19,17560.92,Normal,2024-12-06,2024-12-11,2024-12-31,Office Supplies
PO927700D4,EMPF6473149,VND590E7C93,Approved,30345.36,31372.09,Normal,2024-07-10,2024-07-15,2024-08-05,Equipment
POACA3FF92,EMPF1A93585,VND999ED598,Approved,30603.35,33026.28,Normal,2024-09-20,2024-09-21,2024-10-21,Raw Materials
PO68584747,EMP8DD214EB,VND4EA7F305,Approved,32261.41,37652.81,Normal,2024-10-02,2024-10-04,2024-10-21,Equipment
POC869C704,EMP2BF637C0,VND7DD7F0E9,Approved,8861.83,8619.94,High,2024-11-01,2024-11-06,2024-12-02,Office Supplies
PO8FF00CD2,EMP72717E60,VNDF981F27F,Approved,21822.33,24005.57,Critical,2024-12-17,2024-12-20,2025-01-10,Equipment
PO4C78F157,EMP15E9AD4D,VND7290C297,Approved,15128.59,17159.95,Normal,2024-11-11,2024-11-14,2024-12-03,Services
PO6143E382,EMP6E70E825,VND0300765D,Approved,43560.72,41192.96,Normal,2024-04-10,2024-04-12,2024-04-17,Components
PO3A43B113,EMP7C2C4CEB,VND466655B2,Approved,45707.63,38754.69,Normal,2024-10-29,2024-11-01,2024-11-08,Equipment
PO94987D3C,EMPFA096E58,VND03F2A471,Approved,35163.44,33558.25,High,2024-08-21,2024-08-23,2024-09-20,Services
POFF150084,EMPF8888EC0,VNDB598AD91,Pending,34273.52,41802.73,Normal,2024-02-06,,,Services
POBA160098,EMP5870D3F8,VND66028154,Rejected,3175.08,3192.37,Critical,2024-05-19,2024-05-20,,Office Supplies
PO01EE26F9,EMP1ADAADE3,VND411B979D,Approved,30580.56,26702.23,Normal,2024-04-21,2024-04-22,2024-05-20,Office Supplies
PO2AAD0ACE,EMP72240868,VND020FD5AF,Approved,29270.36,30552.14,Normal,2024-10-22,2024-10-25,2024-11-01,Services
PO8EF0FD73,EMP36FFF468,VNDCFB6DC09,Approved,15614.6,13775.3,High,2024-06-18,2024-06-19,2024-07-06,Equipment
PO88A947BE,EMP18F07908,VNDB1228DD8,Approved,38961.68,44025.04,Normal,2024-10-04,2024-10-09,2024-11-01,Office Supplies
PO11C16151,EMP16184FE4,VNDD902468E,Approved,638.41,576.07,Normal,2024-02-28,2024-02-29,2024-03-05,Office Supplies
POC59CF28E,EMP721C2DE6,VNDC939E188,Approved,30219.48,29380.69,High,2024-04-16,2024-04-19,2024-04-26,Office Supplies
PO9A924D64,EMP1293E87F,VND18221D96,Approved,15121.19,16241.95,Normal,2024-10-22,2024-10-26,2024-11-24,Components
PO1CF6653B,EMPC17F1595,VNDF7A9FFF9,Approved,42189.81,42997.62,Critical,2024-07-27,2024-07-29,2024-08-17,Equipment
PO6781A422,EMP71B45712,VND0B515B0E,Pending,26299.35,29476.59,High,2024-12-21,,,Equipment
PO12EE7709,EMPA0EC4399,VNDD74D095B,Pending,5758.66,6778.61,Critical,2024-03-12,,,Office Supplies
POB322CD83,EMP247F9657,VNDAB26D618,Approved,42983.16,46547.63,Normal,2024-04-15,2024-04-16,2024-05-16,Office Supplies
PO77D9B22E,EMPBDBC23AB,VNDF5F231C0,Approved,29552.79,32986.14,High,2024-06-08,2024-06-12,2024-07-06,Components
PO86FACA36,EMP85044D0B,VND67D32B2F,Approved,24812.13,30548.81,Normal,2024-07-12,2024-07-15,2024-08-13,Components
POD990AA5D,EMPEE9028B2,VNDE6156EFE,Approved,40784.68,39710.31,Critical,2024-09-27,2024-10-02,2024-10-30,Components
POB4B91366,EMP527A6C25,VNDEB6F8ED3,Approved,11575.71,12537.83,Normal,2024-06-24,2024-06-27,2024-07-06,Raw Materials
PO90C5469C,EMP493E3113,VNDAD897EA3,Approved,24174.67,24202.86,Normal,2024-03-16,2024-03-21,2024-04-10,Equipment
POE3C9A406,EMP4EAB45CA,VNDCAF05089,Rejected,46468.39,41166.56,Normal,2024-06-10,2024-06-12,,Services
PO9E52CD46,EMP5C9CA9D3,VND76F0F0E0,Pending,13819.08,15052.99,Normal,2024-05-01,,,Services
POF186F5B7,EMP24098741,VNDF909C443,Approved,31402.4,30658.39,High,2024-07-03,2024-07-04,2024-07-16,Components
PO8AE5773C,EMPAEE6258B,VNDA957A7D0,Approved,13265.47,14786.93,High,2024-02-22,2024-02-27,2024-03-14,Equipment
POFE87C45E,EMP073EF7E9,VNDA957A7D0,Approved,39784.24,39276.71,High,2024-11-23,2024-11-28,2024-12-12,Services
PO4C2CF05D,EMP5C59F99F,VNDB8A208B5,Approved,24471.66,22892.64,Normal,2024-04-05,2024-04-10,2024-04-26,Equipment
POC76EC81E,EMP6A7FAB40,VND4AFDF46C,Approved,41264.23,45179.65,Normal,2024-09-09,2024-09-11,2024-10-10,Services
PO33561C38,EMP906322AB,VND44174C92,Approved,33339.62,36699.4,Critical,2024-04-09,2024-04-10,2024-04-25,Equipment
PO4B0C7C94,EMPDA9EA4E7,VND0A251297,Rejected,25197.84,24658.11,Normal,2024-03-25,2024-03-26,,Raw Materials
PO651D6278,EMP46289B1C,VND34BC34BC,Pending,2385.1,2482.86,Critical,2024-06-28,,,Equipment
POD5DA3BA8,EMP69834105,VND7E4DB750,Cancelled,11793.72,12643.75,Normal,2024-01-27,2024-01-29,,Equipment
POFF904EF1,EMP0E4D12CB,VND2258ABB1,Approved,30937.5,34519.24,Normal,2024-07-06,2024-07-08,2024-07-18,Components
POC350C0AB,EMPD96E95FB,VND3FC620C0,Approved,26322.11,26668.79,Normal,2024-11-22,2024-11-23,2024-12-20,Components
PO063C4903,EMPBC6F2E0C,VND417BDCE6,Approved,42095.79,48440.98,Normal,2024-07-10,2024-07-12,2024-08-04,Components
POBA25A46B,EMP2AA0E2F9,VNDF909C443,Approved,6180.69,5321.94,Normal,2024-08-16,2024-08-17,2024-09-12,Raw Materials
PO825C9101,EMP02C5DBFD,VND7254F792,Approved,14023.21,13148.57,Normal,2024-02-25,2024-02-27,2024-03-17,Components
PO97A9B221,EMPF4FA0007,VND768A7583,Approved,4387.67,4834.88,Normal,2024-11-18,2024-11-19,2024-11-29,Office Supplies
PO2BA37239,EMP81ECE092,VND2986F777,Approved,22621.95,22270.72,Normal,2024-11-07,2024-11-10,2024-12-06,Components
POD2E0D09F,EMP7175DA80,VND894C6368,Approved,16202.64,19047.19,High,2024-11-24,2024-11-29,2024-12-04,Components
PO4EDF3724,EMPED2DE51A,VND76F0F0E0,Approved,34059.26,31199.58,High,2024-08-13,2024-08-16,2024-09-07,Components
PO68BE0932,EMP66F348A1,VNDAAF2A28A,Approved,11642.2,12656.12,Normal,2024-01-28,2024-01-29,2024-02-25,Raw Materials
PO858DA34C,EMPA6D471F0,VND389A891A,Approved,22498.2,20089.6,Normal,2024-01-20,2024-01-25,2024-02-18,Services
PO23532673,EMP25DA399C,VND97FA9A66,Pending,30153.05,26879.06,Normal,2024-07-17,,,Components
PO0B314E32,EMP161C9621,VND22E4CBF8,Approved,11495.06,13396.37,Normal,2024-10-24,2024-10-28,2024-11-27,Raw Materials
PO295D07C1,EMPAAF1F37C,VND40A7069F,Approved,43132.13,40613.27,Normal,2024-02-15,2024-02-17,2024-02-28,Raw Materials
PO87DB0E96,EMPC1E0CF95,VND9E3DBA67,Approved,25010.22,24789.65,Normal,2024-10-17,2024-10-19,2024-10-27,Components
PO4963E851,EMP58B7F0CE,VND4EA7F305,Pending,35864.6,40302.38,Normal,2024-07-31,,,Raw Materials
PO5ED10297,EMPF4D87962,VND23FDC749,Approved,25809.61,25883.47,Normal,2024-10-19,2024-10-21,2024-11-18,Raw Materials
POD422E9F6,EMPF468EE1E,VND466655B2,Approved,46290.36,46831.29,High,2024-09-19,2024-09-20,2024-10-07,Office Supplies
PO8D7F934D,EMP504EB0CC,VND63A70F54,Approved,1418.96,1687.66,Normal,2024-09-25,2024-09-27,2024-10-07,Services
PO097F87FA,EMP7600658C,VNDA74DADEC,Approved,25229.05,21877.53,High,2024-07-01,2024-07-02,2024-07-07,Office Supplies
PO2B5AD699,EMPD0123E1C,VND557FD788,Approved,1960.76,1906.79,High,2024-12-06,2024-12-11,2024-12-25,Services
POC7F85B86,EMP6BD3D186,VND86F10A10,Approved,27423.18,31065.66,Normal,2024-01-12,2024-01-17,2024-01-27,Office Supplies
PO9C842FD6,EMP5D0F2C88,VND6C887C82,Approved,18667.83,19559.78,Normal,2024-02-01,2024-02-02,2024-02-19,Office Supplies
POB8E1DB74,EMP5921598A,VND616471F8,Approved,15364.44,16442.55,High,2024-07-06,2024-07-08,2024-07-21,Raw Materials
PO4213B51D,EMP1E64F2F7,VND220F792F,Approved,9218.44,7753.4,Normal,2024-12-15,2024-12-16,2024-12-29,Services
PO3814DBEB,EMP32BFDA21,VNDBA0CC89B,Pending,52669.69,44231.54,High,2024-02-18,,,Equipment
POB78463BF,EMPC187AE11,VNDEB6F8ED3,Pending,40541.92,40148.45,Normal,2024-06-14,,,Components
POEBD1D9CB,EMP5152B4B2,VND7B8206C3,Pending,54049.53,47131.32,High,2024-04-08,,,Office Supplies
PO509F1AD8,EMP9920C771,VND139B2EB5,Approved,41370.52,42691.98,High,2024-03-20,2024-03-24,2024-04-19,Equipment
PO2B5EBB6A,EMP3373FE39,VNDF5F231C0,Approved,43142.48,37939.43,Normal,2024-09-30,2024-10-03,2024-10-18,Office Supplies
PO778DF8EB,EMP150EE628,VNDE6A4DD03,Approved,34819.58,43343.4,Normal,2024-11-10,2024-11-14,2024-11-25,Office Supplies
POB5D516FF,EMP6355C552,VNDC73A3BD4,Approved,20702.62,18539.58,Normal,2024-03-05,2024-03-08,2024-03-31,Services
PO72ACA6F3,EMP6178FFC1,VND9E3DBA67,Pending,42599.58,41202.59,Critical,2024-11-01,,,Office Supplies
POB150DD7C,EMP354545C3,VNDA6643FA7,Approved,30186.17,29838.75,High,2024-09-07,2024-09-12,2024-10-02,Raw Materials
PO6E63B0A1,EMP8CD2ED53,VNDB8A208B5,Approved,28574.56,28506.11,High,2024-10-28,2024-10-29,2024-11-28,Raw Materials
POF7C6B65C,EMPEDDAF92D,VND2D25DD42,Cancelled,5147.92,4834.0,Normal,2024-06-19,2024-06-22,,Components
PO9003F051,EMP1B00E261,VNDD39C47AD,Approved,17178.65,17098.48,Critical,2024-04-04,2024-04-07,2024-04-27,Services
PO98A1936F,EMP89179068,VND154E8965,Approved,2720.62,3189.63,High,2024-10-03,2024-10-06,2024-10-29,Services
PO80EA6E98,EMPFA0EE408,VND448E4836,Approved,44364.95,42674.05,High,2024-02-21,2024-02-22,2024-03-22,Components
POC549A74F,EMP4EF83BC0,VNDAADD0D4D,Approved,14765.1,16053.65,Normal,2024-10-27,2024-10-31,2024-11-10,Office Supplies
PO7143B795,EMPCA1DF83D,VND417BDCE6,Pending,37636.78,42667.55,Normal,2024-04-13,,,Raw Materials
PO83FF2865,EMP84EBFE2D,VNDC73A3BD4,Approved,39067.45,38512.37,High,2024-09-17,2024-09-21,2024-10-01,Services
PO3D27FA55,EMP6B39775A,VND768A7583,Approved,29220.38,26567.1,Normal,2024-07-25,2024-07-28,2024-08-23,Equipment
POC65B5A07,EMP4DAE412F,VND616471F8,Pending,42077.98,38217.41,Normal,2024-04-21,,,Raw Materials
POD395FD21,EMPCD882FB3,VND139B2EB5,Pending,28659.56,27571.16,Normal,2024-11-24,,,Services
PO39C03227,EMPFF5B2DC4,VND1DF449E3,Approved,44123.17,46997.33,Normal,2024-10-09,2024-10-12,2024-10-19,Components
POD5B62F0F,EMP7152ABDE,VNDF549E284,Approved,25349.61,28224.37,High,2024-11-14,2024-11-16,2024-11-24,Office Supplies
PO800782BA,EMPE2754CE4,VND7DD7F0E9,Approved,23634.08,24194.87,High,2024-07-24,2024-07-26,2024-08-19,Services
PO798782C3,EMPCD3D8D37,VNDE13413E5,Pending,33620.32,32728.28,Normal,2024-12-31,,,Components
PO8933C7E9,EMPE781CF3E,VND894C6368,Approved,19396.17,21111.76,Normal,2024-01-14,2024-01-19,2024-02-04,Raw Materials
PO0F71E4F9,EMP0948BA28,VND6917D5FA,Approved,23591.86,24623.78,High,2024-06-08,2024-06-09,2024-06-30,Office Supplies
PO4D5B06FB,EMPFCF02674,VND8E10A670,Pending,41715.26,45505.37,Normal,2024-06-26,,,Raw Materials
PO8E502FF0,EMP54513B57,VND11B92497,Approved,2597.53,2847.8,Normal,2024-05-05,2024-05-10,2024-05-19,Components
PO99909889,EMPFEABB0F4,VND18221D96,Approved,33801.92,31508.72,Normal,2024-04-02,2024-04-04,2024-04-26,Services
PO7639E853,EMP8139C064,VND590E7C93,Approved,18307.53,22071.14,Normal,2024-03-03,2024-03-05,2024-04-03,Equipment
PO5331B235,EMP1FE25662,VND411B979D,Approved,19525.41,16451.69,Normal,2024-06-24,2024-06-26,2024-07-18,Raw Materials
PO28F8B79C,EMP3C3E4CC4,VNDA6643FA7,Approved,16565.99,20030.65,High,2024-07-31,2024-08-05,2024-08-28,Raw Materials
PO52166717,EMPE5332137,VND466655B2,Approved,29894.61,28921.46,High,2024-09-07,2024-09-09,2024-09-21,Office Supplies
PO5D13A21D,EMPE09FC790,VND3FC620C0,Approved,42318.65,38784.42,High,2024-01-03,2024-01-04,2024-01-18,Office Supplies
PO1D522702,EMP3360B597,VND466655B2,Approved,21583.99,23812.55,Normal,2024-11-15,2024-11-20,2024-12-20,Office Supplies
PO6963CCCC,EMP6A1EF653,VND75832916,Rejected,27761.01,25274.68,Normal,2024-05-07,2024-05-09,,Raw Materials
POC8F9E151,EMP7F7382A1,VNDC4060F12,Approved,4897.07,4262.49,Normal,2024-07-29,2024-08-02,2024-08-15,Components
PO3BFE969B,EMPB8D88141,VNDD39C47AD,Approved,19223.41,21466.29,Normal,2024-06-24,2024-06-28,2024-07-24,Equipment
POAED0DF7D,EMP9FF8540C,VNDF9F92F21,Approved,14113.08,12438.53,Normal,2024-10-28,2024-10-29,2024-11-19,Equipment
PO4B9A5889,EMP3DD1EE1F,VND86F10A10,Approved,5071.42,4250.21,Critical,2024-06-02,2024-06-04,2024-06-20,Components
PO43E48D92,EMPCB76661D,VND36436386,Approved,37493.59,38076.37,High,2024-09-22,2024-09-27,2024-10-11,Equipment
PO576419DD,EMPE137F654,VND0A251297,Approved,15099.32,16097.4,Normal,2024-08-19,2024-08-20,2024-08-31,Raw Materials
PO685FA6E2,EMP84E613C6,VND09F13EB7,Approved,15979.31,16007.25,Normal,2024-11-25,2024-11-27,2024-12-07,Office Supplies
PO85942A3C,EMPED02C77F,VND75832916,Pending,23280.39,24325.82,Normal,2024-12-07,,,Components
PO880C20A9,EMP3C95887C,VND2258ABB1,Approved,16941.75,16790.74,High,2024-01-21,2024-01-24,2024-02-23,Equipment
POB455EA95,EMPF668C591,VND0300765D,Approved,1909.9,1613.2,Normal,2024-01-18,2024-01-20,2024-02-02,Office Supplies
PO4FB24B29,EMP3AF2466E,VND34BC34BC,Approved,45632.77,45193.62,High,2024-09-04,2024-09-09,2024-09-18,Equipment
PO2E33DC83,EMPDABB7618,VNDD2BB8334,Approved,45734.28,44219.59,High,2024-12-16,2024-12-21,2024-12-28,Raw Materials
PO506D5BBE,EMPEFE5EC66,VNDF7742C98,Approved,23501.96,27972.31,Normal,2024-07-05,2024-07-10,2024-08-01,Services
PO5E631EA3,EMP93466D19,VNDBA0CC89B,Approved,12946.85,13982.65,Normal,2024-12-10,2024-12-12,2024-12-30,Office Supplies
PO5028A2B4,EMP43355C55,VNDAE27E9B6,Approved,29904.9,31592.57,Critical,2024-10-15,2024-10-20,2024-10-28,Services
PO3E850063,EMP97640462,VNDD6FBFD33,Approved,23375.48,24940.49,Normal,2024-07-19,2024-07-20,2024-08-13,Equipment
PO2476C1AF,EMP72FD0D42,VND768A7583,Approved,37189.37,45626.49,Normal,2024-08-31,2024-09-04,2024-09-18,Components
POF2725AAA,EMPCCDE0DCA,VND109E5C6F,Pending,19095.43,17186.05,Normal,2024-12-26,,,Equipment
PO67F0EE16,EMPC11AE387,VND507751E2,Approved,16813.85,16067.8,Normal,2024-03-19,2024-03-21,2024-04-11,Equipment
PO5E77A7DC,EMPA1DAF85A,VNDE1A395FA,Approved,14675.82,15324.65,High,2024-09-28,2024-09-29,2024-10-24,Office Supplies
POC089C22A,EMPC911B917,VND768A7583,Pending,28535.95,35245.87,Normal,2024-08-20,,,Equipment
POCE5A4271,EMP1825821E,VND76746C6A,Approved,26807.06,22852.57,Normal,2024-12-20,2024-12-22,2024-12-29,Raw Materials
PO565A909B,EMP3A95914B,VNDF7742C98,Approved,34184.69,42144.55,Normal,2024-09-04,2024-09-06,2024-09-12,Office Supplies
POA9A9851E,EMP600CF22E,VND3A746CBD,Approved,14766.6,12835.27,High,2024-11-26,2024-11-29,2024-12-13,Equipment
POD4632E61,EMP90E11600,VND79774EB1,Approved,36545.48,36396.71,High,2024-01-19,2024-01-21,2024-02-07,Raw Materials
POBCEB1AC5,EMPBACFD35C,VND97FA9A66,Approved,35243.23,43114.44,Normal,2024-02-24,2024-02-27,2024-03-09,Office Supplies
POF9993C9C,EMP82E641E2,VND22E4CBF8,Pending,7759.91,9105.24,High,2024-09-01,,,Office Supplies
PO7997F36C,EMPA4B7EC21,VND22E4CBF8,Approved,5298.73,5946.42,Normal,2024-04-20,2024-04-23,2024-05-20,Raw Materials
POEF8A35E9,EMP06020E82,VND8C1D087C,Rejected,25575.28,26074.31,Normal,2024-06-05,2024-06-08,,Raw Materials
PO87F6E2EF,EMP99CFB3AA,VNDA9CEA40D,Approved,13894.55,11694.07,Normal,2024-11-09,2024-11-13,2024-12-01,Office Supplies
POBFBC0EF6,EMP81A02242,VND7DD7F0E9,Cancelled,1622.45,1553.56,Normal,2024-12-30,2025-01-01,,Raw Materials
POF0961414,EMP7C3BC454,VND1DF449E3,Approved,33274.42,29443.5,Normal,2024-06-05,2024-06-10,2024-07-03,Raw Materials
PO6DB9DE75,EMP3EEA517D,VND38095B8C,Approved,9553.92,9470.28,Critical,2024-01-31,2024-02-01,2024-02-19,Office Supplies
PO53F562A3,EMP600CF22E,VNDA74DADEC,Approved,22788.75,22122.46,Normal,2024-12-18,2024-12-23,2025-01-06,Equipment
PO91A27CA2,EMP5C070AB0,VNDC73A3BD4,Approved,17361.74,16380.96,High,2024-02-26,2024-02-28,2024-03-28,Raw Materials
PO5553CE9F,EMP0316C178,VND6E96F23C,Cancelled,19772.98,17887.6,High,2024-06-21,2024-06-22,,Office Supplies
POBC88C5F3,EMP81268E37,VND37AB5C39,Cancelled,2920.62,3522.41,Critical,2024-07-23,2024-07-25,,Office Supplies
PO797ABE9A,EMP8B4E0F51,VND411B979D,Approved,28715.25,29441.67,Normal,2024-04-17,2024-04-21,2024-05-03,Raw Materials
POC1B0915B,EMP077343A8,VNDE1A395FA,Pending,22466.47,22286.37,Normal,2024-04-05,,,Components
PO0C3295EB,EMP815FC288,VND80A0A536,Approved,44483.0,47774.83,Normal,2024-01-04,2024-01-05,2024-01-11,Services
PODC83DC67,EMPD5D4B6D0,VND7DD7F0E9,Approved,14019.4,11744.95,Normal,2024-08-18,2024-08-23,2024-09-11,Equipment
POBCF10B84,EMPE4AF66C6,VND3FC620C0,Approved,2278.39,2091.89,Normal,2024-12-16,2024-12-17,2025-01-02,Services
POEE0BFD24,EMP2300AC01,VND7B4F5D31,Approved,32793.73,38984.5,High,2024-07-16,2024-07-20,2024-07-29,Raw Materials
POAF5D3979,EMP8DAE0F39,VND5B2EC8F1,Approved,16904.77,17281.0,High,2024-02-25,2024-02-27,2024-03-15,Office Supplies
POA1F6274A,EMP0E32A8E1,VND3A80813D,Approved,8179.03,9111.92,High,2024-07-07,2024-07-11,2024-07-27,Services
PO408A82F5,EMP78B106E1,VND0D050C25,Approved,25335.74,25708.93,Normal,2024-11-15,2024-11-17,2024-11-23,Components
PO6773D39F,EMPDED8493E,VND23FDC749,Approved,10544.95,10847.68,High,2024-04-10,2024-04-13,2024-04-27,Components
POC5304C15,EMPB01B046D,VND190C8D31,Approved,30045.23,30815.99,Critical,2024-03-21,2024-03-23,2024-04-17,Services
POE3D331BE,EMP06D40A53,VND2500CE76,Approved,35524.58,39025.38,Normal,2024-11-29,2024-12-01,2024-12-21,Components
POD16D7B05,EMPC1B38571,VNDDA6D8C81,Pending,55709.54,48381.97,Critical,2024-02-22,,,Equipment
PO275DDB4E,EMPD82F8E2B,VND27D705EA,Approved,18122.88,18055.87,Normal,2024-07-13,2024-07-14,2024-07-25,Services
PO585FAAAB,EMPEDB2CF2E,VND88584A44,Rejected,27251.66,33645.61,Normal,2024-09-09,2024-09-12,,Services
PO210E03AE,EMPEB0427AB,VND44174C92,Pending,31378.62,30823.54,High,2024-12-08,,,Raw Materials
POABE907B6,EMP12C00B8C,VND2258ABB1,Approved,32573.28,28622.28,Normal,2024-02-09,2024-02-14,2024-02-22,Office Supplies
PO6AA98E9A,EMP75298460,VND66028154,Approved,6352.64,7894.78,Normal,2024-10-27,2024-10-28,2024-11-19,Office Supplies
POE4F692B0,EMPE540F591,VND0A251297,Cancelled,30049.74,29425.26,Critical,2024-09-01,2024-09-03,,Services
POE42DAB3C,EMPE23BED9B,VND34264845,Approved,35999.81,31622.29,High,2024-06-21,2024-06-24,2024-07-14,Office Supplies
PO292D992A,EMP26519C67,VND34BC34BC,Approved,36510.44,37732.25,Normal,2024-05-02,2024-05-07,2024-05-18,Raw Materials
PO6B19C151,EMP21538385,VNDB1228DD8,Approved,20529.75,22588.73,High,2024-08-07,2024-08-09,2024-08-18,Equipment
PO56F498E4,EMP8B89FE3F,VNDD95DB1B7,Pending,35931.65,33319.44,High,2024-10-10,,,Services
POF2B18AE0,EMPA4D63EAB,VND67D32B2F,Approved,36917.09,33251.98,High,2024-12-21,2024-12-22,2025-01-18,Raw Materials
PO3883279A,EMPB1258C15,VND37AB5C39,Approved,48655.6,48505.71,High,2024-03-18,2024-03-23,2024-04-03,Components
PO2E74ABEF,EMPF75547B5,VND0D050C25,Approved,37266.25,43498.82,High,2024-05-26,2024-05-28,2024-06-15,Raw Materials
POF6C5B1D2,EMP93C010F9,VND09F13EB7,Approved,28193.91,30893.36,Normal,2024-09-04,2024-09-06,2024-09-22,Components
PO9C86562F,EMP97CCB2F4,VND4EA7F305,Pending,10597.26,10701.33,Normal,2024-04-23,,,Office Supplies
PO92D3B5B6,EMP69922570,VNDA0E8AF6C,Approved,32465.45,29043.64,Normal,2024-01-10,2024-01-15,2024-02-10,Services
POB98813E0,EMP21FF00F9,VNDF08F6829,Approved,16774.87,14825.35,Normal,2024-11-20,2024-11-25,2024-12-20,Raw Materials
PO335296BE,EMP425F23E3,VNDE05F71D7,Approved,25859.85,24813.4,Normal,2024-01-19,2024-01-22,2024-02-19,Equipment
POA1F51A33,EMP2019912B,VNDE05F71D7,Approved,11581.54,14126.76,Normal,2024-10-06,2024-10-07,2024-10-25,Office Supplies
PO1EE2A9A7,EMP9FC51148,VND03F2A471,Approved,9287.57,9696.33,Normal,2024-10-18,2024-10-22,2024-11-06,Equipment
PO5242F574,EMP48609F7A,VNDF7742C98,Approved,25943.95,23329.58,Normal,2024-03-25,2024-03-29,2024-04-07,Office Supplies
